,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
13008,NCT42,5.88,Low Fat,0.02488732,Household,147.5392,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056
13009,FDT02,12.6,Low Fat,0.024194731,Dairy,36.1874,OUT046,1997,Small,Tier 1,Supermarket Type1,423.4488
13010,FDV34,10.695,Regular,0.01141595,Snack Foods,74.0038,OUT013,1987,High,Tier 3,Supermarket Type1,1034.6532
13011,NCR41,17.85,Low Fat,0.018023997,Health and Hygiene,95.9094,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.0256
13012,FDT31,19.75,Low Fat,0.012499004,Fruits and Vegetables,188.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.1336
13013,FDF33,7.97,Low Fat,0.036045991,Seafood,107.5596,OUT010,1998,Medium,Tier 3,Grocery Store,431.4384
13014,NCU29,12.792854228644996,Low Fat,0.044607722,Health and Hygiene,145.976,OUT019,1985,Small,Tier 1,Grocery Store,585.904
13015,NCB55,15.7,Low Fat,0.16098885,Household,57.8562,OUT045,2002,Medium,Tier 2,Supermarket Type1,651.8182
13016,NCU18,15.1,Low Fat,0.055793586,Household,139.7496,OUT013,1987,High,Tier 3,Supermarket Type1,3952.1888
13017,FDZ59,6.63,Regular,0.104445322,Baking Goods,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.95
13018,NCI29,8.6,Low Fat,0.032687702,Health and Hygiene,140.9154,OUT045,2002,Medium,Tier 2,Supermarket Type1,1134.5232
13019,FDL03,12.792854228644996,Regular,0.026949462999999996,Meat,197.71099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,4910.275
13020,NCQ06,13.0,Low Fat,0.041909345,Household,255.0014,OUT045,2002,Medium,Tier 2,Supermarket Type1,5865.0322
13021,FDY31,5.98,Low Fat,0.04363058,Fruits and Vegetables,148.2418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618.5598
13022,DRI03,6.03,Low Fat,0.0,Dairy,175.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252
13023,FDL38,13.8,Regular,0.014793124,Canned,88.5172,OUT018,2009,Medium,Tier 3,Supermarket Type2,2408.8644
13024,FDR37,12.792854228644996,Regular,0.065928735,Breakfast,183.0292,OUT027,1985,Medium,Tier 3,Supermarket Type3,8209.314
13025,FDT59,12.792854228644996,Low Fat,0.01583438,Breads,228.5668,OUT027,1985,Medium,Tier 3,Supermarket Type3,3225.1352
13026,FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,1997,Small,Tier 1,Supermarket Type1,271.6464
13027,NCX53,20.1,Low Fat,0.014925407,Health and Hygiene,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,3545.385
13028,FDZ12,9.17,Low Fat,0.10289312099999999,Baking Goods,141.947,OUT013,1987,High,Tier 3,Supermarket Type1,4008.116
13029,NCT05,10.895,Low Fat,0.020951848000000002,Health and Hygiene,255.3672,OUT046,1997,Small,Tier 1,Supermarket Type1,767.0016
13030,FDW38,5.325,Regular,0.0,Dairy,55.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,485.3682
13031,FDD33,12.85,Low Fat,0.10810260599999999,Fruits and Vegetables,233.3642,OUT013,1987,High,Tier 3,Supermarket Type1,3950.1914
13032,FDV39,12.792854228644996,Low Fat,0.0,Meat,196.8426,OUT019,1985,Small,Tier 1,Grocery Store,593.2278
13033,DRE25,15.35,Low Fat,0.073697713,Soft Drinks,91.912,OUT017,2007,Medium,Tier 2,Supermarket Type1,559.2719999999999
13034,FDC59,16.7,Regular,0.091437584,Starchy Foods,64.3168,OUT010,1998,Medium,Tier 3,Grocery Store,127.8336
13035,FDF58,13.3,Low Fat,0.009581155,Snack Foods,64.95100000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1644.526
13036,NCP50,12.792854228644996,Low Fat,0.035997636,Others,78.6618,OUT019,1985,Small,Tier 1,Grocery Store,80.5618
13037,FDS33,6.67,Regular,0.12332588,Snack Foods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,974.0654
13038,FDP08,20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824
13039,FDF29,15.1,Regular,0.019930418000000002,Frozen Foods,131.531,OUT035,2004,Small,Tier 2,Supermarket Type1,2856.282
13040,NCF30,17.0,Low Fat,0.126244059,Household,124.6362,OUT046,1997,Small,Tier 1,Supermarket Type1,3900.9222
13041,FDI50,8.42,Regular,0.030905215,Canned,227.6352,OUT045,2002,Medium,Tier 2,Supermarket Type1,2748.4224
13042,FDD56,15.2,Regular,0.104365283,Fruits and Vegetables,177.1054,OUT017,2007,Medium,Tier 2,Supermarket Type1,3151.8972
13043,NCN41,17.0,Low Fat,0.087387669,Health and Hygiene,125.073,OUT010,1998,Medium,Tier 3,Grocery Store,369.519
13044,FDE23,17.6,Regular,0.053481818,Starchy Foods,47.806000000000004,OUT017,2007,Medium,Tier 2,Supermarket Type1,1071.938
13045,FDL26,18.0,Low Fat,0.073306615,Canned,155.0972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3894.93
13046,NCB30,14.6,Low Fat,0.043021542,Household,196.9084,OUT010,1998,Medium,Tier 3,Grocery Store,595.2252
13047,FDY50,5.8,Low Fat,0.13169655,Dairy,89.4172,OUT017,2007,Medium,Tier 2,Supermarket Type1,2498.0816
13048,NCK19,9.8,Low Fat,0.09083415800000001,Others,192.2478,OUT018,2009,Medium,Tier 3,Supermarket Type2,4068.7038
13049,NCR38,12.792854228644996,Low Fat,0.19875618,Household,250.7724,OUT019,1985,Small,Tier 1,Grocery Store,251.6724
13050,FDI28,14.3,Low Fat,0.026321701,Frozen Foods,77.6302,OUT046,1997,Small,Tier 1,Supermarket Type1,950.7624
13051,FDO24,11.1,Low Fat,0.176215665,Baking Goods,158.8604,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.8268
13052,FDC45,17.0,Low Fat,0.136008489,Fruits and Vegetables,171.7106,OUT045,2002,Medium,Tier 2,Supermarket Type1,1711.106
13053,FDU27,18.6,Regular,0.17174348,Meat,48.8376,OUT049,1999,Medium,Tier 1,Supermarket Type1,1294.3152
13054,FDS09,8.895,Regular,0.08154715,Snack Foods,49.8008,OUT017,2007,Medium,Tier 2,Supermarket Type1,759.012
13055,DRE13,12.792854228644996,Low Fat,0.027570939,Soft Drinks,86.6198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2529.3742
13056,FDV15,10.3,Low Fat,0.14676789699999998,Meat,102.3648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.9720000000002
13057,FDH26,19.25,Regular,0.03467086,Canned,141.8496,OUT013,1987,High,Tier 3,Supermarket Type1,2399.5432
13058,FDI22,12.6,Low Fat,0.09619424,Snack Foods,210.8612,OUT035,2004,Small,Tier 2,Supermarket Type1,1254.3672
13059,FDJ26,15.3,Regular,0.08511049,Canned,215.7218,OUT018,2009,Medium,Tier 3,Supermarket Type2,1923.4962
13060,FDD26,12.792854228644996,Regular,0.1263349,Canned,184.0924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772
13061,NCI55,12.792854228644996,Low Fat,0.012592289,Household,123.3414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4751.8146
13062,FDA35,12.792854228644996,Regular,0.05357685,Baking Goods,122.2072,OUT027,1985,Medium,Tier 3,Supermarket Type3,3552.7088
13063,FDN21,18.6,Low Fat,0.077168705,Snack Foods,160.6236,OUT018,2009,Medium,Tier 3,Supermarket Type2,1611.236
13064,NCM43,14.5,Low Fat,0.032597778,Others,163.621,OUT010,1998,Medium,Tier 3,Grocery Store,815.605
13065,FDD09,13.5,Low Fat,0.021583971,Fruits and Vegetables,179.5976,OUT018,2009,Medium,Tier 3,Supermarket Type2,2173.1712
13066,FDI24,10.3,Low Fat,0.078903499,Baking Goods,177.637,OUT045,2002,Medium,Tier 2,Supermarket Type1,4234.488
13067,NCN41,12.792854228644996,Low Fat,0.091411749,Health and Hygiene,121.37299999999999,OUT019,1985,Small,Tier 1,Grocery Store,369.519
13068,NCT53,12.792854228644996,Low Fat,0.084245356,Health and Hygiene,164.6526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104
13069,FDQ47,7.155,Regular,0.28150951399999996,Breads,33.8874,OUT010,1998,Medium,Tier 3,Grocery Store,35.2874
13070,NCD42,16.5,Low Fat,0.012689327,Health and Hygiene,39.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,227.7036
13071,FDI21,5.59,Regular,0.094741514,Snack Foods,63.1168,OUT010,1998,Medium,Tier 3,Grocery Store,191.7504
13072,FDS48,15.15,Low Fat,0.046496777,Baking Goods,149.6708,OUT010,1998,Medium,Tier 3,Grocery Store,300.9416
13073,FDW50,13.1,Low Fat,0.07600554799999999,Dairy,166.1158,OUT017,2007,Medium,Tier 2,Supermarket Type1,1169.8106
13074,FDO37,8.06,Low Fat,0.0,Breakfast,232.7326,OUT018,2009,Medium,Tier 3,Supermarket Type2,3696.5216
13075,FDS04,10.195,Regular,0.0,Frozen Foods,139.5838,OUT018,2009,Medium,Tier 3,Supermarket Type2,4495.4816
13076,FDP38,10.1,Low Fat,0.053732324000000005,Canned,49.8008,OUT010,1998,Medium,Tier 3,Grocery Store,303.6048
13077,NCF06,6.235,Low Fat,0.033807904,Household,258.9962,OUT010,1998,Medium,Tier 3,Grocery Store,258.9962
13078,FDR35,12.5,Low Fat,0.020782036,Breads,198.3742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2587.9646
13079,FDB04,11.35,Regular,0.06317369099999999,Dairy,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,1494.0552
13080,FDK16,9.065,Low Fat,0.115563679,Frozen Foods,96.0094,OUT045,2002,Medium,Tier 2,Supermarket Type1,1713.7692
13081,FDM57,11.65,Regular,0.07627820099999999,Snack Foods,85.1908,OUT017,2007,Medium,Tier 2,Supermarket Type1,671.1264
13082,FDF45,18.2,Regular,0.012223686999999999,Fruits and Vegetables,57.1904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1640.5312
13083,FDH04,6.115,Regular,0.011419301000000001,Frozen Foods,91.0488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784
13084,FDL25,6.92,Regular,0.131458247,Breakfast,90.5804,OUT018,2009,Medium,Tier 3,Supermarket Type2,183.7608
13085,FDK40,7.035,Low Fat,0.021883367999999997,Frozen Foods,263.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,4996.829000000001
13086,FDV46,18.2,Low Fat,0.012607876,Snack Foods,139.81799999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,1398.18
13087,FDU31,10.5,Regular,0.025041737999999997,Fruits and Vegetables,218.7508,OUT045,2002,Medium,Tier 2,Supermarket Type1,3255.762
13088,NCQ53,17.6,Low Fat,0.018934719,Health and Hygiene,237.75900000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,3545.385
13089,FDD09,12.792854228644996,Low Fat,0.021392306,Fruits and Vegetables,182.0976,OUT027,1985,Medium,Tier 3,Supermarket Type3,6157.3184
13090,FDY19,19.75,Low Fat,0.041448824,Fruits and Vegetables,116.5466,OUT045,2002,Medium,Tier 2,Supermarket Type1,2828.3184
13091,FDI33,16.5,Low Fat,0.028395167000000002,Snack Foods,91.7146,OUT013,1987,High,Tier 3,Supermarket Type1,2462.7942
13092,FDG08,13.15,Regular,0.165221717,Fruits and Vegetables,172.0764,OUT013,1987,High,Tier 3,Supermarket Type1,4466.1864
13093,FDE39,7.89,Low Fat,0.036127671,Dairy,117.4782,OUT035,2004,Small,Tier 2,Supermarket Type1,2026.0294
13094,FDH53,20.5,Regular,0.019277945,Frozen Foods,82.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.7432
13095,FDB09,16.25,Low Fat,0.057629899000000005,Fruits and Vegetables,123.9046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1120.5414
13096,FDI22,12.6,Low Fat,0.09621243199999999,Snack Foods,207.2612,OUT046,1997,Small,Tier 1,Supermarket Type1,4390.2852
13097,FDX24,12.792854228644996,Low Fat,0.024387983999999998,Baking Goods,92.4462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924
13098,FDE09,8.775,Low Fat,0.021647195,Fruits and Vegetables,109.5228,OUT045,2002,Medium,Tier 2,Supermarket Type1,994.7052
13099,FDJ57,7.42,Regular,0.021573645,Seafood,184.6582,OUT046,1997,Small,Tier 1,Supermarket Type1,5015.4714
13100,DRC49,8.67,Low Fat,0.065424208,Soft Drinks,145.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,2444.8176
13101,FDU19,8.77,Regular,0.046866331,Fruits and Vegetables,170.5422,OUT045,2002,Medium,Tier 2,Supermarket Type1,1551.9798
13102,FDU43,19.35,Regular,0.0,Fruits and Vegetables,238.6564,OUT013,1987,High,Tier 3,Supermarket Type1,3575.3459999999995
13103,FDA50,16.25,Low Fat,0.087102593,Dairy,96.041,OUT013,1987,High,Tier 3,Supermarket Type1,868.8689999999999
13104,NCM29,11.5,Low Fat,0.01774202,Health and Hygiene,129.6626,OUT017,2007,Medium,Tier 2,Supermarket Type1,1836.2764
13105,FDQ13,11.1,Low Fat,0.010632751999999999,Canned,82.5908,OUT013,1987,High,Tier 3,Supermarket Type1,1510.0344
13106,FDB26,12.792854228644996,Regular,0.031116081,Canned,55.263999999999996,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656
13107,FDI21,5.59,Regular,0.05671761,Snack Foods,62.9168,OUT045,2002,Medium,Tier 2,Supermarket Type1,1406.1696
13108,FDV25,12.792854228644996,Low Fat,0.079931185,Canned,219.7456,OUT019,1985,Small,Tier 1,Grocery Store,884.1824
13109,FDQ23,6.55,Low Fat,0.024505417999999998,Breads,102.9332,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976
13110,FDJ41,6.85,Low Fat,0.03830192,Frozen Foods,261.2594,OUT010,1998,Medium,Tier 3,Grocery Store,1046.6376
13111,NCO42,21.25,Low Fat,0.024693927,Household,144.1102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1749.7224
13112,FDQ13,12.792854228644996,Low Fat,0.010590075,Canned,84.6908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
13113,FDU47,12.8,Regular,0.190569038,Breads,138.7838,OUT010,1998,Medium,Tier 3,Grocery Store,280.9676
13114,FDW57,8.31,Regular,0.0,Snack Foods,177.4028,OUT046,1997,Small,Tier 1,Supermarket Type1,3896.2616
13115,DRN47,12.1,Low Fat,0.016826748,Hard Drinks,179.166,OUT046,1997,Small,Tier 1,Supermarket Type1,3056.022
13116,FDW28,12.792854228644996,Low Fat,0.088394115,Frozen Foods,194.7452,OUT027,1985,Medium,Tier 3,Supermarket Type3,5872.356
13117,NCN42,20.25,Low Fat,0.0,Household,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614
13118,FDR60,12.792854228644996,Low Fat,0.12978357699999998,Baking Goods,78.2328,OUT027,1985,Medium,Tier 3,Supermarket Type3,1004.0264
13119,FDO09,12.792854228644996,Regular,0.0,Snack Foods,262.89099999999996,OUT019,1985,Small,Tier 1,Grocery Store,788.9730000000001
13120,FDX45,16.75,Low Fat,0.0,Snack Foods,156.16299999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,2816.3340000000003
13121,FDH27,7.075,Low Fat,0.058465268,Dairy,145.3128,OUT045,2002,Medium,Tier 2,Supermarket Type1,1869.5664
13122,FDO08,11.1,Regular,0.053765212,Fruits and Vegetables,163.1526,OUT035,2004,Small,Tier 2,Supermarket Type1,1808.9786
13123,FDG10,6.63,Regular,0.01098386,Snack Foods,55.4588,OUT018,2009,Medium,Tier 3,Supermarket Type2,343.5528
13124,FDZ40,8.935,Low Fat,0.040245222000000004,Frozen Foods,54.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1348.245
13125,FDZ27,7.935,Low Fat,0.017253305,Dairy,51.435,OUT017,2007,Medium,Tier 2,Supermarket Type1,499.35
13126,FDZ46,7.485,Low Fat,0.069231189,Snack Foods,112.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1215.7508
13127,FDI46,9.5,Low Fat,0.074648119,Snack Foods,253.3724,OUT018,2009,Medium,Tier 3,Supermarket Type2,755.0172
13128,NCW53,18.35,Low Fat,0.030542489,Health and Hygiene,193.1162,OUT049,1999,Medium,Tier 1,Supermarket Type1,2693.8268
13129,FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.1536,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288
13130,FDU07,11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366,OUT049,1999,Medium,Tier 1,Supermarket Type1,4231.8248
13131,NCQ05,11.395,Low Fat,0.0,Health and Hygiene,149.2708,OUT017,2007,Medium,Tier 2,Supermarket Type1,2407.5328
13132,FDT16,9.895,Regular,0.048860587000000004,Frozen Foods,260.2278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448
13133,NCJ17,7.68,Low Fat,0.153419412,Health and Hygiene,86.4224,OUT017,2007,Medium,Tier 2,Supermarket Type1,511.3344
13134,NCY29,13.65,Low Fat,0.077219509,Health and Hygiene,56.493,OUT035,2004,Small,Tier 2,Supermarket Type1,509.337
13135,NCQ18,15.75,Low Fat,0.13504726,Household,98.57,OUT035,2004,Small,Tier 2,Supermarket Type1,2496.75
13136,FDS02,10.195,Regular,0.146094132,Dairy,196.1794,OUT049,1999,Medium,Tier 1,Supermarket Type1,2926.191
13137,NCK31,10.895,Low Fat,0.027157955,Others,50.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,820.2656
13138,FDH60,12.792854228644996,Regular,0.080346058,Baking Goods,195.71099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508000000001
13139,FDO19,17.7,Regular,0.016596645,Fruits and Vegetables,48.3034,OUT046,1997,Small,Tier 1,Supermarket Type1,777.6544
13140,DRF37,17.25,Low Fat,0.084316691,Soft Drinks,263.39099999999996,OUT035,2004,Small,Tier 2,Supermarket Type1,6311.784000000001
13141,FDN21,18.6,Low Fat,0.07679167099999999,Snack Foods,161.0236,OUT013,1987,High,Tier 3,Supermarket Type1,3705.8428
13142,FDM14,13.8,Low Fat,0.01326146,Canned,108.0254,OUT035,2004,Small,Tier 2,Supermarket Type1,759.6778
13143,FDO08,11.1,Regular,0.0,Fruits and Vegetables,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,1973.4312
13144,FDS27,10.195,Regular,0.012528611,Meat,195.111,OUT017,2007,Medium,Tier 2,Supermarket Type1,3731.809
13145,DRM59,5.88,Low Fat,0.003597678,Hard Drinks,153.8998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2922.1962
13146,NCO29,11.15,Low Fat,0.032438645,Health and Hygiene,163.0526,OUT017,2007,Medium,Tier 2,Supermarket Type1,2302.3364
13147,FDC32,12.792854228644996,Low Fat,0.173527068,Fruits and Vegetables,92.0462,OUT019,1985,Small,Tier 1,Grocery Store,277.6386
13148,DRA12,11.6,Low Fat,0.041112694,Soft Drinks,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,850.8924
13149,FDI14,12.792854228644996,Low Fat,0.089243504,Canned,139.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,1976.0944
13150,DRG51,12.1,Low Fat,0.011539622,Dairy,163.5526,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.3364
13151,FDR33,12.792854228644996,Low Fat,0.04690397,Snack Foods,110.65700000000001,OUT019,1985,Small,Tier 1,Grocery Store,659.1419999999999
13152,FDS23,4.635,Low Fat,0.141686037,Breads,126.9994,OUT017,2007,Medium,Tier 2,Supermarket Type1,1798.9916
13153,NCF43,8.51,Low Fat,0.052051256,Household,142.247,OUT045,2002,Medium,Tier 2,Supermarket Type1,2004.058
13154,DRN37,9.6,Low Fat,0.09627919,Soft Drinks,167.3158,OUT035,2004,Small,Tier 2,Supermarket Type1,1838.2738
13155,FDX57,17.25,Regular,0.047533568,Snack Foods,96.9068,OUT017,2007,Medium,Tier 2,Supermarket Type1,1458.102
13156,NCC42,15.0,Low Fat,0.04499948,Health and Hygiene,140.4838,OUT045,2002,Medium,Tier 2,Supermarket Type1,1685.8056
13157,FDS47,16.75,Low Fat,0.12888573,Breads,87.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552
13158,DRK35,8.365,Low Fat,0.12025630300000001,Hard Drinks,39.2506,OUT010,1998,Medium,Tier 3,Grocery Store,75.9012
13159,DRF37,12.792854228644996,Low Fat,0.0,Soft Drinks,261.291,OUT019,1985,Small,Tier 1,Grocery Store,788.9730000000001
13160,DRI23,18.85,Low Fat,0.137755834,Hard Drinks,161.8578,OUT018,2009,Medium,Tier 3,Supermarket Type2,3530.0716
13161,FDB28,6.615,Low Fat,0.093913607,Dairy,198.7426,OUT017,2007,Medium,Tier 2,Supermarket Type1,1186.4556
13162,FDU50,5.75,Regular,0.07528708099999999,Dairy,115.3176,OUT049,1999,Medium,Tier 1,Supermarket Type1,572.5880000000001
13163,FDD22,10.0,Low Fat,0.100055625,Snack Foods,113.3544,OUT018,2009,Medium,Tier 3,Supermarket Type2,3467.4864
13164,FDG04,13.1,Low Fat,0.006061565,Frozen Foods,188.9898,OUT035,2004,Small,Tier 2,Supermarket Type1,4303.0654
13165,FDM08,10.1,Regular,0.053667516,Fruits and Vegetables,223.0088,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264
13166,FDI28,12.792854228644996,Low Fat,0.026194237000000002,Frozen Foods,79.0302,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248
13167,FDM57,11.65,Regular,0.07600299099999999,Snack Foods,83.4908,OUT045,2002,Medium,Tier 2,Supermarket Type1,503.3448
13168,NCS17,12.792854228644996,Low Fat,0.080111611,Health and Hygiene,94.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,4065.3748
13169,FDX44,9.3,Low Fat,0.043141572,Fruits and Vegetables,90.4172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408
13170,DRE03,19.6,Low Fat,0.024276035,Dairy,45.3718,OUT045,2002,Medium,Tier 2,Supermarket Type1,614.5334
13171,FDT46,11.35,Low Fat,0.03093263,Snack Foods,51.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,607.2096
13172,FDW60,5.44,Regular,0.017096552,Baking Goods,178.137,OUT045,2002,Medium,Tier 2,Supermarket Type1,3175.866
13173,FDE44,14.65,Low Fat,0.172357491,Fruits and Vegetables,50.8692,OUT017,2007,Medium,Tier 2,Supermarket Type1,788.3072
13174,FDT24,12.35,Regular,0.185824165,Baking Goods,78.5328,OUT035,2004,Small,Tier 2,Supermarket Type1,695.0952
13175,FDO20,12.85,Regular,0.152988295,Fruits and Vegetables,253.7382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2271.0438
13176,FDV47,17.1,Low Fat,0.0,Breads,85.5566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452
13177,FDZ26,11.6,Regular,0.143897558,Dairy,240.6222,OUT013,1987,High,Tier 3,Supermarket Type1,2868.2664
13178,FDK48,7.445,Low Fat,0.037845086,Baking Goods,75.5354,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204
13179,FDX32,12.792854228644996,Regular,0.1748389,Fruits and Vegetables,142.8786,OUT019,1985,Small,Tier 1,Grocery Store,433.4358
13180,FDE56,12.792854228644996,Regular,0.278730642,Fruits and Vegetables,63.2194,OUT019,1985,Small,Tier 1,Grocery Store,247.6776
13181,DRJ01,6.135,Low Fat,0.11550099900000001,Soft Drinks,161.1236,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944
13182,FDC53,8.68,Low Fat,0.01478914,Frozen Foods,97.7384,OUT010,1998,Medium,Tier 3,Grocery Store,98.5384
13183,NCN07,18.5,Low Fat,0.033938279,Others,132.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.2839999999999
13184,FDI28,14.3,Low Fat,0.026299797000000003,Frozen Foods,79.4302,OUT013,1987,High,Tier 3,Supermarket Type1,1743.0644
13185,NCO55,12.792854228644996,Low Fat,0.159394437,Others,105.6938,OUT019,1985,Small,Tier 1,Grocery Store,214.3876
13186,FDP46,15.35,Low Fat,0.0,Snack Foods,88.28299999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1797.66
13187,FDX26,17.7,Low Fat,0.0,Dairy,182.5292,OUT013,1987,High,Tier 3,Supermarket Type1,2736.438
13188,FDD56,15.2,Regular,0.10377827,Fruits and Vegetables,175.6054,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.4756
13189,FDP12,9.8,Regular,0.045522854,Baking Goods,35.0874,OUT017,2007,Medium,Tier 2,Supermarket Type1,352.874
13190,FDT40,12.792854228644996,Low Fat,0.09533143300000001,Frozen Foods,125.5678,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356
13191,FDV57,15.25,Regular,0.0,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022
13192,FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,2007,Medium,Tier 2,Supermarket Type1,3111.9492
13193,FDA07,7.55,Regular,0.030938774,Fruits and Vegetables,121.0072,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.6224
13194,FDV36,12.792854228644996,Low Fat,0.026174636,Baking Goods,127.102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
13195,FDQ01,19.7,Regular,0.160671255,Canned,254.7014,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.0196
13196,FDW46,13.0,Regular,0.070243155,Snack Foods,65.7484,OUT013,1987,High,Tier 3,Supermarket Type1,391.4904
13197,FDW19,12.792854228644996,Regular,0.038313981000000004,Fruits and Vegetables,109.95700000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.137
13198,FDY01,11.8,Regular,0.17054823800000002,Canned,113.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,1382.2008
13199,FDG60,20.35,Low Fat,0.060794097000000005,Baking Goods,233.6616,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776
13200,FDL22,16.85,Low Fat,0.036446751,Snack Foods,90.3488,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368
13201,DRK01,7.63,Low Fat,0.061188147000000005,Soft Drinks,94.0436,OUT045,2002,Medium,Tier 2,Supermarket Type1,1134.5232
13202,FDO12,15.75,Low Fat,0.05488482099999999,Baking Goods,195.3452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068
13203,FDX12,18.2,Regular,0.026064486,Baking Goods,241.8196,OUT046,1997,Small,Tier 1,Supermarket Type1,4097.3332
13204,FDR28,13.85,Regular,0.025936747000000003,Frozen Foods,164.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936
13205,FDH57,10.895,Low Fat,0.035949725,Fruits and Vegetables,132.9284,OUT017,2007,Medium,Tier 2,Supermarket Type1,3295.71
13206,FDC04,15.6,Low Fat,0.045168898,Dairy,242.9854,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.1686
13207,NCI06,11.3,Low Fat,0.04767798,Household,181.46599999999998,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086
13208,NCY53,20.0,Low Fat,0.058812134,Health and Hygiene,111.6544,OUT017,2007,Medium,Tier 2,Supermarket Type1,1565.9616
13209,FDR22,19.35,Regular,0.018667601000000002,Snack Foods,112.9544,OUT017,2007,Medium,Tier 2,Supermarket Type1,2908.2144
